iter	Passed	Remaining
864	590902	775345
865	591668	774771
866	592309	774032
867	592929	773267
868	593649	772633
869	594373	772001
870	595015	771266
871	595667	770542
872	596326	769828
873	596972	769097
874	597608	768353
875	598312	767697
876	599001	767022
877	599724	766391
878	600442	765751
879	601176	765134
880	601851	764440
881	602574	763807
882	603206	763059
883	603865	762346
884	604604	761733
885	605406	761199
886	606097	760525
887	606891	759981
888	607562	759282
889	608295	758660
890	609000	758004
891	609613	757232
892	610265	756510
893	610892	755757
894	611577	755076
895	612238	754365
896	612828	753567
897	613484	752851
898	614255	752274
899	615046	751722
900	615797	751122
901	616577	750556
902	617308	749931
903	617989	749244
904	618714	748610
905	619329	747843
906	620015	747163
907	620866	746680
908	621554	746002
909	622255	745338
910	622892	744598
911	623438	743751
912	624015	742940
913	624651	742200
914	625309	741487
915	625898	740691
916	626760	740220
917	627465	739562
918	628151	738881
919	628875	738245
920	629501	737494
921	630169	736792
922	630842	736096
923	631474	735353
924	632309	734846
925	633137	734329
926	633892	733728
927	634647	733127
928	635280	732384
929	636040	731789
930	636683	731057
931	637443	730461
932	638103	729749
933	638943	729244
934	639829	728790
935	640694	728310
936	641587	727862
937	642423	727348
938	643343	726930
939	644219	726460
940	644919	725791
941	645668	725177
942	646299	724431
943	646905	723656
944	647586	722966
945	648364	722385
946	649037	721686
947	649799	721085
948	650444	720354
949	651179	719724
950	652178	719385
951	653110	718970
952	653984	718490
953	654750	717892
954	655625	717412
955	656531	716964
956	657299	716367
957	658079	715782
958	658930	715273
959	659732	714709
960	660560	714175
961	661327	713574
962	662227	713115
963	663098	712624
964	663953	712115
965	664882	711686
966	665737	711175
967	666651	710727
968	667466	710173
969	668289	709627
970	669071	709036
971	669957	708555
972	670724	707948
973	671617	707474
974	672418	706901
975	673238	706349
976	674164	705905
977	674943	705308
978	675853	704848
979	676690	704310
980	677600	703847
981	678384	703253
982	679197	702689
983	679978	702092
984	680875	701612
985	681853	701216
986	682610	700591
987	683431	700033
988	684203	699423
989	684987	698825
990	686081	698543
991	686967	698047
992	687807	697504
993	688754	697069
994	689512	696441
995	690432	695978
996	691173	695332
997	692005	694778
998	692917	694304
999	693723	693723
1000	694615	693228
1001	695351	692575
1002	696227	692062
1003	697061	691507
1004	697954	691009
1005	698864	690528
1006	699624	689898
1007	700547	689427
1008	701396	688884
1009	702234	688328
1010	703120	687820
1011	703900	687207
1012	704885	686793
1013	705585	686101
1014	706547	685663
1015	707343	685064
1016	708073	684401
1017	708834	683767
1018	709603	683141
1019	710463	682602
1020	711423	682158
1021	712098	681440
1022	712869	680814
1023	713693	680238
1024	714472	679619
1025	715358	679102
1026	716247	678586
1027	717029	677969
1028	717926	677459
1029	718797	676925
1030	719613	676339
1031	720335	675663
1032	721120	675047
1033	721879	674405
1034	722787	673903
1035	723817	673513
1036	724694	672980
1037	725561	672437
1038	726447	671911
1039	727357	671406
1040	728174	670815
1041	728998	670231
1042	729772	669599
1043	730535	668957
1044	731283	668301
1045	731995	667613
1046	732811	667019
1047	733596	666396
1048	734682	666046
1049	735582	665527
1050	736421	664951
1051	737196	664317
1052	738055	663759
1053	738989	663268
1054	739973	662819
1055	741023	662430
1056	741925	661906
1057	742667	661240
1058	743498	660653
1059	744294	660034
1060	745045	659375
1061	745819	658736
1062	746683	658177
1063	747594	657657
1064	748609	657230
1065	749470	656665
1066	750306	656078
1067	751280	655612
1068	752081	654993
1069	753073	654540
1070	753809	653864
1071	754617	653251
1072	755449	652658
1073	756217	652008
1074	757256	651592
1075	758092	651001
1076	758976	650450
1077	759897	649930
1078	760713	649320
1079	761571	648746
1080	762407	648152
1081	763290	647597
1082	764184	647052
1083	765085	646511
1084	765970	645956
1085	766960	645489
1086	767944	645016
1087	768862	644487
1088	769706	643895
1089	770616	643358
1090	771521	642816
1091	772540	642368
1092	773512	641880
1093	774516	641418
1094	775469	640913
1095	776399	640387
1096	777063	639643
1097	777772	638935
1098	778567	638297
1099	779439	637723
1100	780342	637173
1101	781066	636477
1102	782021	635968
1103	782933	635423
1104	783803	634845
1105	784743	634322
1106	785557	633697
1107	786424	633114
1108	787345	632574
1109	788385	632129
1110	789285	631570
1111	790178	631005
1112	790971	630360
1113	791776	629725
1114	792656	629149
1115	793516	628556
1116	794371	627959
1117	795222	627358
1118	796147	626814
1119	797033	626240
1120	797942	625683
1121	798738	625038
1122	799776	624580
1123	800606	623959
1124	801552	623429
1125	802272	622722
1126	803193	622171
1127	804119	621624
1128	804907	620969
1129	805766	620368
1130	806583	619735
1131	807551	619218
1132	808402	618609
1133	809203	617963
1134	810276	617523
1135	811142	616925
1136	811960	616290
1137	812770	615648
1138	813630	615044
1139	814504	614450
1140	815365	613846
1141	816218	613235
1142	816978	612555
1143	817760	611890
1144	818621	611284
1145	819498	610690
1146	820463	610161
1147	821362	609582
1148	822335	609057
1149	823089	608370
1150	823955	607765
1151	824797	607142
1152	825699	606563
1153	826542	605940
1154	827307	605259
1155	828220	604686
1156	829106	604094
1157	829841	603390
1158	830730	602799
1159	831594	602188
1160	832460	601580
1161	833446	601057
1162	834332	600460
1163	835295	599920
1164	836111	599272
1165	836900	598606
1166	837860	598061
1167	838638	597386
1168	839643	596872
1169	840578	596307
1170	841388	595653
1171	842251	595037
1172	843232	594504
1173	844088	593881
1174	844984	593286
1175	845774	592617
1176	846731	592064
1177	847594	591445
1178	848412	590794
1179	849293	590187
1180	850148	589561
1181	851151	589037
1182	851917	588348
1183	852809	587747
1184	853686	587134
1185	854556	586516
1186	855354	585849
1187	856352	585318
1188	857150	584649
1189	857994	584013
1190	858799	583349
1191	859703	582752
1192	860548	582114
1193	861488	581541
1194	862230	580833
1195	863196	580276
1196	864162	579718
1197	865006	579077
1198	865924	578486
1199	866788	577858
1200	867776	577313
1201	868612	576666
1202	869358	575959
1203	870015	575193
1204	870738	574470
1205	871525	573790
1206	872293	573097
1207	873031	572385
1208	873959	571796
1209	874753	571120
1210	875603	570479
1211	876609	569940
1212	877384	569251
1213	878177	568572
1214	878951	567882
1215	879694	567171
1216	880476	566485
1217	881222	565776
1218	882107	565156
1219	882819	564425
1220	883683	563791
1221	884386	563054
1222	885233	562409
1223	885940	561674
1224	886780	561024
1225	887754	560458
1226	888466	559726
1227	889202	559010
1228	889974	558315
1229	890776	557640
1230	891605	556981
1231	892579	556413
1232	893468	555791
1233	894361	555171
1234	895145	554482
1235	895917	553787
1236	896778	553146
1237	897689	552535
1238	898494	551860
1239	899319	551195
1240	900165	550544
1241	901141	549971
1242	902050	549358
1243	902892	548703
1244	903756	548061
1245	904581	547395
1246	905312	546672
1247	906342	546129
1248	907229	545500
1249	908190	544914
1250	909061	544274
1251	909884	543605
1252	910628	542888
1253	911442	542213
1254	912352	541595
1255	913117	540891
1256	913911	540203
1257	914750	539542
1258	915551	538859
1259	916344	538170
1260	917138	537482
1261	917967	536814
1262	918841	536173
1263	919727	535537
1264	920448	534806
1265	921346	534177
1266	922242	533546
1267	922967	532817
1268	923740	532115
1269	924539	531428
1270	925306	530722
1271	926049	530002
1272	926857	529320
1273	927807	528718
1274	928605	528030
1275	929374	527325
1276	930303	526710
1277	931068	526002
1278	931981	525377
1279	932741	524667
1280	933512	523961
1281	934207	523214
1282	934967	522503
1283	935713	521784
1284	936507	521091
1285	937349	520425
1286	938081	519698
1287	938910	519025
1288	939761	518363
1289	940562	517673
1290	941430	517021
1291	942307	516372
1292	943096	515675
1293	943850	514960
1294	944634	514260
1295	945484	513596
1296	946321	512925
1297	947144	512246
1298	947957	511561
1299	948842	510914
1300	949652	510228
1301	950369	509491
1302	951326	508882
1303	952074	508162
1304	952800	507430
1305	953678	506778
1306	954589	506144
1307	955347	505428
1308	956072	504695
1309	956757	503940
1310	957535	503235
1311	958274	502509
1312	959035	501795
1313	959871	501119
1314	960765	500474
1315	961641	499819
1316	962378	499092
1317	963136	498375
1318	963951	497688
1319	964730	496982
1320	965569	496307
1321	966405	495630
1322	967194	494928
1323	967968	494219
1324	968760	493519
1325	969533	492809
1326	970257	492074
1327	971132	491416
1328	971847	490677
1329	972947	490131
1330	973917	489519
1331	974675	488801
1332	975581	488156
1333	976396	487466
1334	977363	486851
1335	978461	486301
1336	979429	485685
1337	980218	484981
1338	981107	484325
1339	981808	483577
1340	982528	482838
1341	983367	482158
1342	984250	481498
1343	985183	480863
1344	985961	480152
1345	986774	479457
1346	987615	478777
1347	988422	478079
1348	989177	477356
1349	989953	476644
1350	990757	475944
1351	991554	475242
1352	992318	474523
1353	993224	473872
1354	994070	473192
1355	994981	472542
1356	995781	471840
1357	996649	471170
1358	997501	470491
1359	998398	469834
1360	999260	469160
1361	1000063	468458
1362	1000815	467732
1363	1001520	466984
1364	1002318	466280
1365	1003111	465572
